Example drift concentration input file,Save in .csv format
Created by assuming drift is proportional to daily temperature
Date,Hour,DriftConc (g/m3)
10/4/1995,1,3.76E-10
10/4/1995,2,3.76E-10
10/4/1995,3,3.76E-10
10/4/1995,4,3.76E-10
10/4/1995,5,3.76E-10
10/4/1995,6,3.76E-10
10/4/1995,7,3.76E-10
10/4/1995,8,3.76E-10
10/4/1995,9,3.76E-10
10/4/1995,10,3.76E-10
10/4/1995,11,3.76E-10
10/4/1995,12,3.76E-10
10/4/1995,13,3.76E-10
10/4/1995,14,3.76E-10
10/4/1995,15,3.76E-10
10/4/1995,16,3.76E-10
10/4/1995,17,3.76E-10
10/4/1995,18,3.76E-10
10/4/1995,19,3.76E-10
10/4/1995,20,3.76E-10
10/4/1995,21,3.76E-10
10/4/1995,22,3.76E-10
10/4/1995,23,3.76E-10
10/5/1995,0,3.72E-10
10/5/1995,1,3.72E-10
10/5/1995,2,3.72E-10
10/5/1995,3,3.72E-10
10/5/1995,4,3.72E-10
10/5/1995,5,3.72E-10
10/5/1995,6,3.72E-10
10/5/1995,7,3.72E-10
10/5/1995,8,3.72E-10
10/5/1995,9,3.72E-10
10/5/1995,10,3.72E-10
10/5/1995,11,3.72E-10
10/5/1995,12,3.72E-10
10/5/1995,13,3.72E-10
10/5/1995,14,3.72E-10
10/5/1995,15,3.72E-10
10/5/1995,16,3.72E-10
10/5/1995,17,3.72E-10
10/5/1995,18,3.72E-10
10/5/1995,19,3.72E-10
10/5/1995,20,3.72E-10
10/5/1995,21,3.72E-10
10/5/1995,22,3.72E-10
10/5/1995,23,3.72E-10
10/6/1995,0,3.70E-10
10/6/1995,1,3.70E-10
10/6/1995,2,3.70E-10
10/6/1995,3,3.70E-10
10/6/1995,4,3.70E-10
10/6/1995,5,3.70E-10
10/6/1995,6,3.70E-10
10/6/1995,7,3.70E-10
10/6/1995,8,3.70E-10
10/6/1995,9,3.70E-10
10/6/1995,10,3.70E-10
10/6/1995,11,3.70E-10
10/6/1995,12,3.70E-10
10/6/1995,13,3.70E-10
10/6/1995,14,3.70E-10
10/6/1995,15,3.70E-10
10/6/1995,16,3.70E-10
10/6/1995,17,3.70E-10
10/6/1995,18,3.70E-10
10/6/1995,19,3.70E-10
10/6/1995,20,3.70E-10
10/6/1995,21,3.70E-10
10/6/1995,22,3.70E-10
10/6/1995,23,3.70E-10
10/7/1995,0,3.70E-10
10/7/1995,1,3.70E-10
10/7/1995,2,3.70E-10
10/7/1995,3,3.70E-10
10/7/1995,4,3.70E-10
10/7/1995,5,3.70E-10
10/7/1995,6,3.70E-10
10/7/1995,7,3.70E-10
10/7/1995,8,3.70E-10
10/7/1995,9,3.70E-10
10/7/1995,10,3.70E-10
10/7/1995,11,3.70E-10
10/7/1995,12,3.70E-10
10/7/1995,13,3.70E-10
10/7/1995,14,3.70E-10
10/7/1995,15,3.70E-10
10/7/1995,16,3.70E-10
10/7/1995,17,3.70E-10
10/7/1995,18,3.70E-10
10/7/1995,19,3.70E-10
10/7/1995,20,3.70E-10
10/7/1995,21,3.70E-10
10/7/1995,22,3.70E-10
10/7/1995,23,3.70E-10
10/8/1995,0,3.66E-10
10/8/1995,1,3.66E-10
10/8/1995,2,3.66E-10
10/8/1995,3,3.66E-10
10/8/1995,4,3.66E-10
10/8/1995,5,3.66E-10
10/8/1995,6,3.66E-10
10/8/1995,7,3.66E-10
10/8/1995,8,3.66E-10
10/8/1995,9,3.66E-10
10/8/1995,10,3.66E-10
10/8/1995,11,3.66E-10
10/8/1995,12,3.66E-10
10/8/1995,13,3.66E-10
10/8/1995,14,3.66E-10
10/8/1995,15,3.66E-10
10/8/1995,16,3.66E-10
10/8/1995,17,3.66E-10
10/8/1995,18,3.66E-10
10/8/1995,19,3.66E-10
10/8/1995,20,3.66E-10
10/8/1995,21,3.66E-10
10/8/1995,22,3.66E-10
10/8/1995,23,3.66E-10
10/9/1995,0,3.64E-10
10/9/1995,1,3.64E-10
10/9/1995,2,3.64E-10
10/9/1995,3,3.64E-10
10/9/1995,4,3.64E-10
10/9/1995,5,3.64E-10
10/9/1995,6,3.64E-10
10/9/1995,7,3.64E-10
10/9/1995,8,3.64E-10
10/9/1995,9,3.64E-10
10/9/1995,10,3.64E-10
10/9/1995,11,3.64E-10
10/9/1995,12,3.64E-10
10/9/1995,13,3.64E-10
10/9/1995,14,3.64E-10
10/9/1995,15,3.64E-10
10/9/1995,16,3.64E-10
10/9/1995,17,3.64E-10
10/9/1995,18,3.64E-10
10/9/1995,19,3.64E-10
10/9/1995,20,3.64E-10
10/9/1995,21,3.64E-10
10/9/1995,22,3.64E-10
10/9/1995,23,3.64E-10
10/10/1995,0,3.60E-10
10/10/1995,1,3.60E-10
10/10/1995,2,3.60E-10
10/10/1995,3,3.60E-10
10/10/1995,4,3.60E-10
10/10/1995,5,3.60E-10
10/10/1995,6,3.60E-10
10/10/1995,7,3.60E-10
10/10/1995,8,3.60E-10
10/10/1995,9,3.60E-10
10/10/1995,10,3.60E-10
10/10/1995,11,3.60E-10
10/10/1995,12,3.60E-10
10/10/1995,13,3.60E-10
10/10/1995,14,3.60E-10
10/10/1995,15,3.60E-10
10/10/1995,16,3.60E-10
10/10/1995,17,3.60E-10
10/10/1995,18,3.60E-10
10/10/1995,19,3.60E-10
10/10/1995,20,3.60E-10
10/10/1995,21,3.60E-10
10/10/1995,22,3.60E-10
10/10/1995,23,3.60E-10
10/11/1995,0,3.58E-10
10/11/1995,1,3.58E-10
10/11/1995,2,3.58E-10
10/11/1995,3,3.58E-10
10/11/1995,4,3.58E-10
10/11/1995,5,3.58E-10
10/11/1995,6,3.58E-10
10/11/1995,7,3.58E-10
10/11/1995,8,3.58E-10
10/11/1995,9,3.58E-10
10/11/1995,10,3.58E-10
10/11/1995,11,3.58E-10
10/11/1995,12,3.58E-10
10/11/1995,13,3.58E-10
10/11/1995,14,3.58E-10
10/11/1995,15,3.58E-10
10/11/1995,16,3.58E-10
10/11/1995,17,3.58E-10
10/11/1995,18,3.58E-10
10/11/1995,19,3.58E-10
10/11/1995,20,3.58E-10
10/11/1995,21,3.58E-10
10/11/1995,22,3.58E-10
10/11/1995,23,3.58E-10
10/12/1995,0,3.58E-10
10/12/1995,1,3.58E-10
10/12/1995,2,3.58E-10
10/12/1995,3,3.58E-10
10/12/1995,4,3.58E-10
10/12/1995,5,3.58E-10
10/12/1995,6,3.58E-10
10/12/1995,7,3.58E-10
10/12/1995,8,3.58E-10
10/12/1995,9,3.58E-10
10/12/1995,10,3.58E-10
10/12/1995,11,3.58E-10
10/12/1995,12,3.58E-10
10/12/1995,13,3.58E-10
10/12/1995,14,3.58E-10
10/12/1995,15,3.58E-10
10/12/1995,16,3.58E-10
10/12/1995,17,3.58E-10
10/12/1995,18,3.58E-10
10/12/1995,19,3.58E-10
10/12/1995,20,3.58E-10
10/12/1995,21,3.58E-10
10/12/1995,22,3.58E-10
10/12/1995,23,3.58E-10
10/13/1995,0,3.54E-10
10/13/1995,1,3.54E-10
10/13/1995,2,3.54E-10
10/13/1995,3,3.54E-10
10/13/1995,4,3.54E-10
10/13/1995,5,3.54E-10
10/13/1995,6,3.54E-10
10/13/1995,7,3.54E-10
10/13/1995,8,3.54E-10
10/13/1995,9,3.54E-10
10/13/1995,10,3.54E-10
10/13/1995,11,3.54E-10
10/13/1995,12,3.54E-10
10/13/1995,13,3.54E-10
10/13/1995,14,3.54E-10
10/13/1995,15,3.54E-10
10/13/1995,16,3.54E-10
10/13/1995,17,3.54E-10
10/13/1995,18,3.54E-10
10/13/1995,19,3.54E-10
10/13/1995,20,3.54E-10
10/13/1995,21,3.54E-10
10/13/1995,22,3.54E-10
10/13/1995,23,3.54E-10
10/14/1995,0,3.52E-10
10/14/1995,1,3.52E-10
10/14/1995,2,3.52E-10
10/14/1995,3,3.52E-10
10/14/1995,4,3.52E-10
10/14/1995,5,3.52E-10
10/14/1995,6,3.52E-10
10/14/1995,7,3.52E-10
10/14/1995,8,3.52E-10
10/14/1995,9,3.52E-10
10/14/1995,10,3.52E-10
10/14/1995,11,3.52E-10
10/14/1995,12,3.52E-10
10/14/1995,13,3.52E-10
10/14/1995,14,3.52E-10
10/14/1995,15,3.52E-10
10/14/1995,16,3.52E-10
10/14/1995,17,3.52E-10
10/14/1995,18,3.52E-10
10/14/1995,19,3.52E-10
10/14/1995,20,3.52E-10
10/14/1995,21,3.52E-10
10/14/1995,22,3.52E-10
10/14/1995,23,3.52E-10
10/15/1995,0,3.48E-10
10/15/1995,1,3.48E-10
10/15/1995,2,3.48E-10
10/15/1995,3,3.48E-10
10/15/1995,4,3.48E-10
10/15/1995,5,3.48E-10
10/15/1995,6,3.48E-10
10/15/1995,7,3.48E-10
10/15/1995,8,3.48E-10
10/15/1995,9,3.48E-10
10/15/1995,10,3.48E-10
10/15/1995,11,3.48E-10
10/15/1995,12,3.48E-10
10/15/1995,13,3.48E-10
10/15/1995,14,3.48E-10
10/15/1995,15,3.48E-10
10/15/1995,16,3.48E-10
10/15/1995,17,3.48E-10
10/15/1995,18,3.48E-10
10/15/1995,19,3.48E-10
10/15/1995,20,3.48E-10
10/15/1995,21,3.48E-10
10/15/1995,22,3.48E-10
10/15/1995,23,3.48E-10
10/16/1995,0,3.48E-10
10/16/1995,1,3.48E-10
10/16/1995,2,3.48E-10
10/16/1995,3,3.48E-10
10/16/1995,4,3.48E-10
10/16/1995,5,3.48E-10
10/16/1995,6,3.48E-10
10/16/1995,7,3.48E-10
10/16/1995,8,3.48E-10
10/16/1995,9,3.48E-10
10/16/1995,10,3.48E-10
10/16/1995,11,3.48E-10
10/16/1995,12,3.48E-10
10/16/1995,13,3.48E-10
10/16/1995,14,3.48E-10
10/16/1995,15,3.48E-10
10/16/1995,16,3.48E-10
10/16/1995,17,3.48E-10
10/16/1995,18,3.48E-10
10/16/1995,19,3.48E-10
10/16/1995,20,3.48E-10
10/16/1995,21,3.48E-10
10/16/1995,22,3.48E-10
10/16/1995,23,3.48E-10
10/17/1995,0,3.46E-10
10/17/1995,1,3.46E-10
10/17/1995,2,3.46E-10
10/17/1995,3,3.46E-10
10/17/1995,4,3.46E-10
10/17/1995,5,3.46E-10
10/17/1995,6,3.46E-10
10/17/1995,7,3.46E-10
10/17/1995,8,3.46E-10
10/17/1995,9,3.46E-10
10/17/1995,10,3.46E-10
10/17/1995,11,3.46E-10
10/17/1995,12,3.46E-10
10/17/1995,13,3.46E-10
10/17/1995,14,3.46E-10
10/17/1995,15,3.46E-10
10/17/1995,16,3.46E-10
10/17/1995,17,3.46E-10
10/17/1995,18,3.46E-10
10/17/1995,19,3.46E-10
10/17/1995,20,3.46E-10
10/17/1995,21,3.46E-10
10/17/1995,22,3.46E-10
10/17/1995,23,3.46E-10
10/18/1995,0,3.42E-10
10/18/1995,1,3.42E-10
10/18/1995,2,3.42E-10
10/18/1995,3,3.42E-10
10/18/1995,4,3.42E-10
10/18/1995,5,3.42E-10
10/18/1995,6,3.42E-10
10/18/1995,7,3.42E-10
10/18/1995,8,3.42E-10
10/18/1995,9,3.42E-10
10/18/1995,10,3.42E-10
10/18/1995,11,3.42E-10
10/18/1995,12,3.42E-10
10/18/1995,13,3.42E-10
10/18/1995,14,3.42E-10
10/18/1995,15,3.42E-10
10/18/1995,16,3.42E-10
10/18/1995,17,3.42E-10
10/18/1995,18,3.42E-10
10/18/1995,19,3.42E-10
10/18/1995,20,3.42E-10
10/18/1995,21,3.42E-10
10/18/1995,22,3.42E-10
10/18/1995,23,3.42E-10
10/19/1995,0,3.40E-10
10/19/1995,1,3.40E-10
10/19/1995,2,3.40E-10
10/19/1995,3,3.40E-10
10/19/1995,4,3.40E-10
10/19/1995,5,3.40E-10
10/19/1995,6,3.40E-10
10/19/1995,7,3.40E-10
10/19/1995,8,3.40E-10
10/19/1995,9,3.40E-10
10/19/1995,10,3.40E-10
10/19/1995,11,3.40E-10
10/19/1995,12,3.40E-10
10/19/1995,13,3.40E-10
10/19/1995,14,3.40E-10
10/19/1995,15,3.40E-10
10/19/1995,16,3.40E-10
10/19/1995,17,3.40E-10
10/19/1995,18,3.40E-10
10/19/1995,19,3.40E-10
10/19/1995,20,3.40E-10
10/19/1995,21,3.40E-10
10/19/1995,22,3.40E-10
10/19/1995,23,3.40E-10
10/20/1995,0,3.36E-10
10/20/1995,1,3.36E-10
10/20/1995,2,3.36E-10
10/20/1995,3,3.36E-10
10/20/1995,4,3.36E-10
10/20/1995,5,3.36E-10
10/20/1995,6,3.36E-10
10/20/1995,7,3.36E-10
10/20/1995,8,3.36E-10
10/20/1995,9,3.36E-10
10/20/1995,10,3.36E-10
10/20/1995,11,3.36E-10
10/20/1995,12,3.36E-10
10/20/1995,13,3.36E-10
10/20/1995,14,3.36E-10
10/20/1995,15,3.36E-10
10/20/1995,16,3.36E-10
10/20/1995,17,3.36E-10
10/20/1995,18,3.36E-10
10/20/1995,19,3.36E-10
10/20/1995,20,3.36E-10
10/20/1995,21,3.36E-10
10/20/1995,22,3.36E-10
10/20/1995,23,3.36E-10
10/21/1995,0,3.36E-10
10/21/1995,1,3.36E-10
10/21/1995,2,3.36E-10
10/21/1995,3,3.36E-10
10/21/1995,4,3.36E-10
10/21/1995,5,3.36E-10
10/21/1995,6,3.36E-10
10/21/1995,7,3.36E-10
10/21/1995,8,3.36E-10
10/21/1995,9,3.36E-10
10/21/1995,10,3.36E-10
10/21/1995,11,3.36E-10
10/21/1995,12,3.36E-10
10/21/1995,13,3.36E-10
10/21/1995,14,3.36E-10
10/21/1995,15,3.36E-10
10/21/1995,16,3.36E-10
10/21/1995,17,3.36E-10
10/21/1995,18,3.36E-10
10/21/1995,19,3.36E-10
10/21/1995,20,3.36E-10
10/21/1995,21,3.36E-10
10/21/1995,22,3.36E-10
10/21/1995,23,3.36E-10
10/22/1995,0,3.34E-10
10/22/1995,1,3.34E-10
10/22/1995,2,3.34E-10
10/22/1995,3,3.34E-10
10/22/1995,4,3.34E-10
10/22/1995,5,3.34E-10
10/22/1995,6,3.34E-10
10/22/1995,7,3.34E-10
10/22/1995,8,3.34E-10
10/22/1995,9,3.34E-10
10/22/1995,10,3.34E-10
10/22/1995,11,3.34E-10
10/22/1995,12,3.34E-10
10/22/1995,13,3.34E-10
10/22/1995,14,3.34E-10
10/22/1995,15,3.34E-10
10/22/1995,16,3.34E-10
10/22/1995,17,3.34E-10
10/22/1995,18,3.34E-10
10/22/1995,19,3.34E-10
10/22/1995,20,3.34E-10
10/22/1995,21,3.34E-10
10/22/1995,22,3.34E-10
10/22/1995,23,3.34E-10
10/23/1995,0,3.30E-10
10/23/1995,1,3.30E-10
10/23/1995,2,3.30E-10
10/23/1995,3,3.30E-10
10/23/1995,4,3.30E-10
10/23/1995,5,3.30E-10
10/23/1995,6,3.30E-10
10/23/1995,7,3.30E-10
10/23/1995,8,3.30E-10
10/23/1995,9,3.30E-10
10/23/1995,10,3.30E-10
10/23/1995,11,3.30E-10
10/23/1995,12,3.30E-10
10/23/1995,13,3.30E-10
10/23/1995,14,3.30E-10
10/23/1995,15,3.30E-10
10/23/1995,16,3.30E-10
10/23/1995,17,3.30E-10
10/23/1995,18,3.30E-10
10/23/1995,19,3.30E-10
10/23/1995,20,3.30E-10
10/23/1995,21,3.30E-10
10/23/1995,22,3.30E-10
10/23/1995,23,3.30E-10
10/24/1995,0,3.28E-10
10/24/1995,1,3.28E-10
10/24/1995,2,3.28E-10
10/24/1995,3,3.28E-10
10/24/1995,4,3.28E-10
10/24/1995,5,3.28E-10
10/24/1995,6,3.28E-10
10/24/1995,7,3.28E-10
10/24/1995,8,3.28E-10
10/24/1995,9,3.28E-10
10/24/1995,10,3.28E-10
10/24/1995,11,3.28E-10
10/24/1995,12,3.28E-10
10/24/1995,13,3.28E-10
10/24/1995,14,3.28E-10
10/24/1995,15,3.28E-10
10/24/1995,16,3.28E-10
10/24/1995,17,3.28E-10
10/24/1995,18,3.28E-10
10/24/1995,19,3.28E-10
10/24/1995,20,3.28E-10
10/24/1995,21,3.28E-10
10/24/1995,22,3.28E-10
10/24/1995,23,3.28E-10
10/25/1995,0,3.28E-10
10/25/1995,1,3.28E-10
10/25/1995,2,3.28E-10
10/25/1995,3,3.28E-10
10/25/1995,4,3.28E-10
10/25/1995,5,3.28E-10
10/25/1995,6,3.28E-10
10/25/1995,7,3.28E-10
10/25/1995,8,3.28E-10
10/25/1995,9,3.28E-10
10/25/1995,10,3.28E-10
10/25/1995,11,3.28E-10
10/25/1995,12,3.28E-10
10/25/1995,13,3.28E-10
10/25/1995,14,3.28E-10
10/25/1995,15,3.28E-10
10/25/1995,16,3.28E-10
10/25/1995,17,3.28E-10
10/25/1995,18,3.28E-10
10/25/1995,19,3.28E-10
10/25/1995,20,3.28E-10
10/25/1995,21,3.28E-10
10/25/1995,22,3.28E-10
10/25/1995,23,3.28E-10
10/26/1995,0,3.24E-10
10/26/1995,1,3.24E-10
10/26/1995,2,3.24E-10
10/26/1995,3,3.24E-10
10/26/1995,4,3.24E-10
10/26/1995,5,3.24E-10
10/26/1995,6,3.24E-10
10/26/1995,7,3.24E-10
10/26/1995,8,3.24E-10
10/26/1995,9,3.24E-10
10/26/1995,10,3.24E-10
10/26/1995,11,3.24E-10
10/26/1995,12,3.24E-10
10/26/1995,13,3.24E-10
10/26/1995,14,3.24E-10
10/26/1995,15,3.24E-10
10/26/1995,16,3.24E-10
10/26/1995,17,3.24E-10
10/26/1995,18,3.24E-10
10/26/1995,19,3.24E-10
10/26/1995,20,3.24E-10
10/26/1995,21,3.24E-10
10/26/1995,22,3.24E-10
10/26/1995,23,3.24E-10
10/27/1995,0,3.22E-10
10/27/1995,1,3.22E-10
10/27/1995,2,3.22E-10
10/27/1995,3,3.22E-10
10/27/1995,4,3.22E-10
10/27/1995,5,3.22E-10
10/27/1995,6,3.22E-10
10/27/1995,7,3.22E-10
10/27/1995,8,3.22E-10
10/27/1995,9,3.22E-10
10/27/1995,10,3.22E-10
10/27/1995,11,3.22E-10
10/27/1995,12,3.22E-10
10/27/1995,13,3.22E-10
10/27/1995,14,3.22E-10
10/27/1995,15,3.22E-10
10/27/1995,16,3.22E-10
10/27/1995,17,3.22E-10
10/27/1995,18,3.22E-10
10/27/1995,19,3.22E-10
10/27/1995,20,3.22E-10
10/27/1995,21,3.22E-10
10/27/1995,22,3.22E-10
10/27/1995,23,3.22E-10
10/28/1995,0,3.18E-10
10/28/1995,1,3.18E-10
10/28/1995,2,3.18E-10
10/28/1995,3,3.18E-10
10/28/1995,4,3.18E-10
10/28/1995,5,3.18E-10
10/28/1995,6,3.18E-10
10/28/1995,7,3.18E-10
10/28/1995,8,3.18E-10
10/28/1995,9,3.18E-10
10/28/1995,10,3.18E-10
10/28/1995,11,3.18E-10
10/28/1995,12,3.18E-10
10/28/1995,13,3.18E-10
10/28/1995,14,3.18E-10
10/28/1995,15,3.18E-10
10/28/1995,16,3.18E-10
10/28/1995,17,3.18E-10
10/28/1995,18,3.18E-10
10/28/1995,19,3.18E-10
10/28/1995,20,3.18E-10
10/28/1995,21,3.18E-10
10/28/1995,22,3.18E-10
10/28/1995,23,3.18E-10
10/29/1995,0,3.16E-10
10/29/1995,1,3.16E-10
10/29/1995,2,3.16E-10
10/29/1995,3,3.16E-10
10/29/1995,4,3.16E-10
10/29/1995,5,3.16E-10
10/29/1995,6,3.16E-10
10/29/1995,7,3.16E-10
10/29/1995,8,3.16E-10
10/29/1995,9,3.16E-10
10/29/1995,10,3.16E-10
10/29/1995,11,3.16E-10
10/29/1995,12,3.16E-10
10/29/1995,13,3.16E-10
10/29/1995,14,3.16E-10
10/29/1995,15,3.16E-10
10/29/1995,16,3.16E-10
10/29/1995,17,3.16E-10
10/29/1995,18,3.16E-10
10/29/1995,19,3.16E-10
10/29/1995,20,3.16E-10
10/29/1995,21,3.16E-10
10/29/1995,22,3.16E-10
10/29/1995,23,3.16E-10
10/30/1995,0,3.16E-10
10/30/1995,1,3.16E-10
10/30/1995,2,3.16E-10
10/30/1995,3,3.16E-10
10/30/1995,4,3.16E-10
10/30/1995,5,3.16E-10
10/30/1995,6,3.16E-10
10/30/1995,7,3.16E-10
10/30/1995,8,3.16E-10
10/30/1995,9,3.16E-10
10/30/1995,10,3.16E-10
10/30/1995,11,3.16E-10
10/30/1995,12,3.16E-10
10/30/1995,13,3.16E-10
10/30/1995,14,3.16E-10
10/30/1995,15,3.16E-10
10/30/1995,16,3.16E-10
10/30/1995,17,3.16E-10
10/30/1995,18,3.16E-10
10/30/1995,19,3.16E-10
10/30/1995,20,3.16E-10
10/30/1995,21,3.16E-10
10/30/1995,22,3.16E-10
10/30/1995,23,3.16E-10
10/31/1995,0,3.12E-10
10/31/1995,1,3.12E-10
10/31/1995,2,3.12E-10
10/31/1995,3,3.12E-10
10/31/1995,4,3.12E-10
10/31/1995,5,3.12E-10
10/31/1995,6,3.12E-10
10/31/1995,7,3.12E-10
10/31/1995,8,3.12E-10
10/31/1995,9,3.12E-10
10/31/1995,10,3.12E-10
10/31/1995,11,3.12E-10
10/31/1995,12,3.12E-10
10/31/1995,13,3.12E-10
10/31/1995,14,3.12E-10
10/31/1995,15,3.12E-10
10/31/1995,16,3.12E-10
10/31/1995,17,3.12E-10
10/31/1995,18,3.12E-10
10/31/1995,19,3.12E-10
10/31/1995,20,3.12E-10
10/31/1995,21,3.12E-10
10/31/1995,22,3.12E-10
10/31/1995,23,3.12E-10
11/1/1995,0,3.10E-10
11/1/1995,1,3.10E-10
11/1/1995,2,3.10E-10
11/1/1995,3,3.10E-10
11/1/1995,4,3.10E-10
11/1/1995,5,3.10E-10
11/1/1995,6,3.10E-10
11/1/1995,7,3.10E-10
11/1/1995,8,3.10E-10
11/1/1995,9,3.10E-10
11/1/1995,10,3.10E-10
11/1/1995,11,3.10E-10
11/1/1995,12,3.10E-10
11/1/1995,13,3.10E-10
11/1/1995,14,3.10E-10
11/1/1995,15,3.10E-10
11/1/1995,16,3.10E-10
11/1/1995,17,3.10E-10
11/1/1995,18,3.10E-10
11/1/1995,19,3.10E-10
11/1/1995,20,3.10E-10
11/1/1995,21,3.10E-10
11/1/1995,22,3.10E-10
11/1/1995,23,3.10E-10
11/2/1995,0,3.06E-10
11/2/1995,1,3.06E-10
11/2/1995,2,3.06E-10
11/2/1995,3,3.06E-10
11/2/1995,4,3.06E-10
11/2/1995,5,3.06E-10
11/2/1995,6,3.06E-10
11/2/1995,7,3.06E-10
11/2/1995,8,3.06E-10
11/2/1995,9,3.06E-10
11/2/1995,10,3.06E-10
11/2/1995,11,3.06E-10
11/2/1995,12,3.06E-10
11/2/1995,13,3.06E-10
11/2/1995,14,3.06E-10
11/2/1995,15,3.06E-10
11/2/1995,16,3.06E-10
11/2/1995,17,3.06E-10
11/2/1995,18,3.06E-10
11/2/1995,19,3.06E-10
11/2/1995,20,3.06E-10
11/2/1995,21,3.06E-10
11/2/1995,22,3.06E-10
11/2/1995,23,3.06E-10
11/3/1995,0,3.06E-10
11/3/1995,1,3.06E-10
11/3/1995,2,3.06E-10
11/3/1995,3,3.06E-10
11/3/1995,4,3.06E-10
11/3/1995,5,3.06E-10
11/3/1995,6,3.06E-10
11/3/1995,7,3.06E-10
11/3/1995,8,3.06E-10
11/3/1995,9,3.06E-10
11/3/1995,10,3.06E-10
11/3/1995,11,3.06E-10
11/3/1995,12,3.06E-10
11/3/1995,13,3.06E-10
11/3/1995,14,3.06E-10
11/3/1995,15,3.06E-10
11/3/1995,16,3.06E-10
11/3/1995,17,3.06E-10
11/3/1995,18,3.06E-10
11/3/1995,19,3.06E-10
11/3/1995,20,3.06E-10
11/3/1995,21,3.06E-10
11/3/1995,22,3.06E-10
11/3/1995,23,3.06E-10
11/4/1995,0,3.04E-10
11/4/1995,1,3.04E-10
11/4/1995,2,3.04E-10
11/4/1995,3,3.04E-10
11/4/1995,4,3.04E-10
11/4/1995,5,3.04E-10
11/4/1995,6,3.04E-10
11/4/1995,7,3.04E-10
11/4/1995,8,3.04E-10
11/4/1995,9,3.04E-10
11/4/1995,10,3.04E-10
11/4/1995,11,3.04E-10
11/4/1995,12,3.04E-10
11/4/1995,13,3.04E-10
11/4/1995,14,3.04E-10
11/4/1995,15,3.04E-10
11/4/1995,16,3.04E-10
11/4/1995,17,3.04E-10
11/4/1995,18,3.04E-10
11/4/1995,19,3.04E-10
11/4/1995,20,3.04E-10
11/4/1995,21,3.04E-10
11/4/1995,22,3.04E-10
11/4/1995,23,3.04E-10
11/5/1995,0,3.00E-10
11/5/1995,1,3.00E-10
11/5/1995,2,3.00E-10
11/5/1995,3,3.00E-10
11/5/1995,4,3.00E-10
11/5/1995,5,3.00E-10
11/5/1995,6,3.00E-10
11/5/1995,7,3.00E-10
11/5/1995,8,3.00E-10
11/5/1995,9,3.00E-10
11/5/1995,10,3.00E-10
11/5/1995,11,3.00E-10
11/5/1995,12,3.00E-10
11/5/1995,13,3.00E-10
11/5/1995,14,3.00E-10
11/5/1995,15,3.00E-10
11/5/1995,16,3.00E-10
11/5/1995,17,3.00E-10
11/5/1995,18,3.00E-10
11/5/1995,19,3.00E-10
11/5/1995,20,3.00E-10
11/5/1995,21,3.00E-10
11/5/1995,22,3.00E-10
11/5/1995,23,3.00E-10
11/6/1995,0,2.98E-10
11/6/1995,1,2.98E-10
11/6/1995,2,2.98E-10
11/6/1995,3,2.98E-10
